OBJECTID,X,Y
1047,314146.6563,2768796
1048,314128.5626,2768809.25
1049,314096.4999,2768829.25
1050,314077.8437,2768844.5
1051,314060.9062,2768857.25
1052,314055.25,2768858
1053,314047.3437,2768856.75
1054,314007.3438,2768839
1055,313976.5625,2768828.25
1056,313947.0312,2768819.75
1057,313920.0313,2768794.75
1058,313884.875,2768771.5
1059,313840.6562,2768742.75
1060,313835.2813,2768739.25
1061,313824.8125,2768738.5
1062,313809.1562,2768739.25
1063,313800.375,2768742.25
1064,313752.2187,2768750
1065,313701.625,2768753.75
1066,313620.125,2768763
1067,313583.2501,2768769
1068,313574.75,2768772.25
1069,313540.7188,2768796.25
1070,313527.4375,2768802
1071,313521.0625,2768802.75
1072,313514.4375,2768802.75
1073,313508.6563,2768802
1074,313504.25,2768801
1075,313495.3749,2768794.5
1076,313464.8437,2768771
1077,313455.375,2768766.75
1078,313437,2768765.25
1079,313421.0626,2768762.5
1080,313388.9688,2768749
1081,313360.7187,2768736.25
1082,313335.7188,2768716
1083,313324.8437,2768708.25
1084,313320.1874,2768706.5
1085,313316.9375,2768709.25
1086,313316.3751,2768715.25
1087,313316.9375,2768726
1088,313318.4688,2768753.75
1089,313322.0001,2768772.25
1090,313321.7187,2768786
1091,313320.4688,2768788.75
1092,313316.2187,2768793.25
1093,313310.5625,2768796.75
1094,313298.125,2768800.5
1095,313277.2187,2768804
1096,313258.4375,2768808
1097,313234.4063,2768818
1098,313219.1562,2768824
1099,313207.7188,2768831.25
1100,313199.0938,2768838.25
1101,313177.5,2768859.75
1102,313142.0313,2768890
1103,313132.125,2768895.5
1104,313126.1875,2768897.25
1105,313115.0312,2768897.5
1106,313102.3124,2768898
1107,313098.5001,2768899.25
1108,313089.625,2768905.5
1109,313074.7812,2768916.25
1110,313044.7499,2768945.75
1111,313012.7188,2768964.25
1112,312999.7188,2768969
1113,312988.4374,2768970
1114,312975.4374,2768969.5
1115,312958.8438,2768964.25
1116,312928.125,2768945.75
1117,312894.9688,2768926
1118,312875.7188,2768909.5
1119,312853.25,2768885
1120,312826.0937,2768840
1121,312810.0001,2768795.75
1122,312775.4062,2768700.25
1123,312773.8438,2768687.75
1124,312776.5312,2768663
1125,312779.2188,2768616.75
1126,312777.0937,2768597.25
1127,312766.2188,2768574.25
1128,312740.5,2768530.75
1129,312705.4688,2768475.25
1130,312692.625,2768457
1131,312685.0001,2768447.25
1132,312677.5001,2768431.75
1133,312662.375,2768392
1134,312650.0937,2768347.75
1135,312644.7187,2768336
1136,312639.2187,2768331.75
1137,312594.0001,2768303.75
1138,312581.7188,2768297.75
1139,312569.8437,2768294
1140,312558.5312,2768290.75
1141,312544.5624,2768288.75
1142,312524.0626,2768289.25
1143,312499.9062,2768293
1144,312471.9375,2768296.75
1145,312456.8125,2768296
1146,312444.375,2768293.5
1147,312435.7813,2768288
1148,312428.8438,2768280
1149,312406.0938,2768240.75
1150,312384.625,2768209
1151,312373.3125,2768195.5
1152,312366.2499,2768190.75
1153,312355.5312,2768184.75
1154,312306.0937,2768159.5
1155,312294.2187,2768152
1156,312283.9063,2768148.25
1157,312257.0625,2768142.75
1158,312233.875,2768137
1159,312188.125,2768118
1160,312150.5312,2768099.25
1161,312138.6563,2768091.75
1162,312128.9062,2768084.75
1163,312118.5937,2768074
1164,312104.625,2768055
1165,312092.9063,2768046
1166,312085.2499,2768042.75
1167,312069.7188,2768038.5
1168,312053.0624,2768037.5
1169,312037.375,2768039
1170,312019.5624,2768043.25
1171,312002.4688,2768048.75
1172,311987.9062,2768054
1173,311961.5,2768068.5
1174,311935.6563,2768084.75
1175,311905.5626,2768102.5
1176,311881.25,2768110
1177,311858.6563,2768115.25
1178,311850.5938,2768119.75
1179,311839.3126,2768126.25
1180,311812.4688,2768150.5
1181,311805.4063,2768158.5
1182,311793.5312,2768162.25
1183,311777.8437,2768163.25
1184,311768.2499,2768162.25
1185,311748.3126,2768159.5
1186,311739.6876,2768157.25
1187,311730.4999,2768151.5
1188,311720.9062,2768145
1189,311711.7187,2768138.5
1190,311701,2768133.5
1191,311689.6874,2768131.5
1192,311671.875,2768130.5
1193,311650.8438,2768132.5
1194,311615.9376,2768140.75
1195,311577.6563,2768151.5
1196,311563.6562,2768152.5
1197,311548.125,2768152
1198,311532.4374,2768152.5
1199,311513.0937,2768155
1200,311489.5,2768161
1201,311487.2188,2768161.5
1202,311471.6876,2768169.5
1203,311464.625,2768175
1204,311442.5937,2768205.25
1205,311403.875,2768258.25
1206,311371.5313,2768290.75
1207,311358.6563,2768300.25
1208,311343.5624,2768301.5
1209,311334.3749,2768299.75
1210,311318.2499,2768295.5
1211,311281.0938,2768286.25
1212,311280.4999,2768286.25
1213,311214.8438,2768273
1214,311182.0624,2768265.5
1215,311154.6562,2768263.25
1216,311128.25,2768257.75
1217,311105.0625,2768248.75
1218,311089.9688,2768243.25
1219,311075.9687,2768241.75
1220,311066.9374,2768241.75
1221,311052.9375,2768248.25
1222,311043.1875,2768253.5
1223,311037.25,2768257.25
1224,311017.9062,2768282.75
1225,311009.8437,2768291.25
1226,311003.9375,2768292.25
1227,310992.0625,2768292.25
1228,310974.25,2768288
1229,310955.4688,2768281
1230,310944.1562,2768280
1231,310930.7499,2768284.25
1232,310890.3437,2768306.25
1233,310872.125,2768318.75
1234,310851.625,2768323
1235,310808.5312,2768320.25
1236,310775.1876,2768318.75
1237,310764.4687,2768321.25
1238,310742.2812,2768334.25
1239,310716.5624,2768352
1240,310711.625,2768357.5
1241,310704.1249,2768371.5
1242,310696.6562,2768390.25
1243,310681.5312,2768415
1244,310669.6563,2768431.25
1245,310661.5938,2768436
1246,310654.6875,2768437
1247,310649.75,2768436
1248,310638.4376,2768422.5
1249,310610.4687,2768395.5
1250,310601.2812,2768386.5
1251,310593.7812,2768370.25
1252,310580.9374,2768331.5
1253,310567.9374,2768301
1254,310554.5,2768278.25
1255,310551.3438,2768275.5
1256,310527.4375,2768271.75
1257,310437.7187,2768266.25
1258,310352.7812,2768261.5
1259,310281.6562,2768256.75
1260,310255.6875,2768251.75
1261,310225.4375,2768242.5
1262,310190.2501,2768237.75
1263,310140.25,2768236.25
1264,310118.4999,2768197.5
1265,310092.3437,2768147.5
1266,310086.125,2768119.5
1267,310076.25,2768086.25
1268,310070.5937,2768053.5
1269,310061.4062,2768036.5
1270,310047.4375,2768011.25
1271,310034.7187,2767990
1272,310029.0625,2767969.5
1273,310025.5312,2767952
1274,310026.2499,2767937.25
1275,310027.6563,2767896.5
1276,310026.2499,2767879.5
1277,310021.9999,2767851.5
1278,310010.8438,2767824
1279,310005.1874,2767808
1280,309995.9999,2767796.75
1281,309981.875,2767785.5
1282,309969.8751,2767781.25
1283,309946.6875,2767779
1284,309937.5312,2767779.75
1285,309915.4999,2767782.75
1286,309892.875,2767795.25
1287,309879.75,2767797.5
1288,309865.8751,2767796
1289,309850.5625,2767793
1290,309824.9062,2767772
1291,309804.5626,2767759.5
1292,309789.0312,2767755.25
1293,309767.2812,2767755.25
1294,309747.6251,2767760.25
1295,309727.8749,2767766.5
1296,309716.5625,2767767.75
1297,309697.625,2767763
1298,309668.8125,2767758.75
1299,309626.5625,2767753.75
1300,309586.4375,2767754.5
1301,309531.6249,2767758.75
1302,309504.7812,2767758.75
1303,309483.625,2767755.25
1304,309467.5,2767751
1305,309457.75,2767735.5
1306,309450.6875,2767718.75
1307,309449.2501,2767706.5
1308,309459.8438,2767679.25
1309,309478.0937,2767628.75
1310,309480.9063,2767606.75
1311,309480.1876,2767590
1312,309475.9688,2767569.5
1313,309470.3126,2767556.75
1314,309461.9688,2767546.25
1315,309449.2501,2767534.25
1316,309421.1562,2767513.25
1317,309402.7812,2767495.75
1318,309390.2187,2767476.75
1319,309380.3125,2767455.5
1320,309373.9688,2767436.5
1321,309366.9062,2767401.5
1322,309366.1875,2767364.25
1323,309366.9062,2767321.25
1324,309355.7501,2767270.75
1325,309328.9062,2767201.75
1326,309317.7188,2767161.5
1327,309312.0938,2767101
1328,309307.8437,2767050.5
1329,309295.2813,2766982.25
1330,309288.9062,2766909.75
1331,309290.3125,2766893.5
1332,309298.5313,2766877.75
1333,309313.8124,2766856.25
1334,309320.6563,2766839.25
1335,309325.0938,2766797
1336,309321.25,2766755.75
1337,309317.0313,2766696.75
1338,309314.1875,2766645.5
1339,309319,2766624.5
1340,309322.5313,2766606
1341,309328.1875,2766598.25
1342,309338.0625,2766594.75
1343,309352.2188,2766595.5
1344,309361.9376,2766600.5
1345,309377.4999,2766610.25
1346,309396.4375,2766617.25
1347,309419.7188,2766620.75
1348,309442.9062,2766619.5
1349,309467.5,2766611
1350,309471.1563,2766608.75
1351,309491.5,2766597
1352,309521.0312,2766574.5
1353,309546.3125,2766543.5
1354,309577.9687,2766509
1355,309594.9063,2766495
1356,309621.625,2766470.25
1357,309655.3751,2766447.75
1358,309680.6875,2766424.75
1359,309699.0313,2766402.25
1360,309705.3437,2766389.75
1361,309717.9688,2766364.75
1362,309735.5,2766317.75
1363,309743.9688,2766296.5
1364,309752.4375,2766277.5
1365,309768.5625,2766258
1366,309779.8437,2766236
1367,309785.4999,2766210
1368,309786.2188,2766159.5
1369,309788.3125,2766063
1370,309786.2188,2765993.25
1371,309786.2188,2765954
1372,309781.9688,2765939.25
1373,309765.875,2765917.75
1374,309761.125,2765913
1375,309753.2499,2765907.75
1376,309733.1562,2765894.5
1377,309724.7187,2765884.5
1378,309712.625,2765868.75
1379,309703.6562,2765852.5
1380,309703.1249,2765848.25
1381,309704.1875,2765839.75
1382,309707.3437,2765826
1383,309708.4062,2765814.5
1384,309706.8124,2765807.75
1385,309704.1875,2765796.75
1386,309699.4374,2765778.75
1387,309696.3124,2765735
1388,309694.6875,2765721.75
1389,309687.875,2765710.25
1390,309681.5313,2765704
1391,309643.5,2765688.75
1392,309625.1249,2765676.5
1393,309609.8125,2765663.5
1394,309597.1562,2765648
1395,309585.0625,2765624.25
1396,309571.3438,2765588.5
1397,309559.7813,2765552.25
1398,309549.1875,2765519.5
1399,309547.6876,2765506
1400,309551.3437,2765492.75
1401,309556.0937,2765482.25
1402,309565.5937,2765464.25
1403,309569.8125,2765449.5
1404,309575.5626,2765422.75
1405,309579.2187,2765414.25
1406,309586.6562,2765403.75
1407,309599.3125,2765393.75
1408,309615.625,2765384.25
1409,309638.8438,2765372.5
1410,309656.7813,2765360
1411,309666.7188,2765350.5
1412,309672.5625,2765339.5
1413,309674.6249,2765328.5
1414,309675.1562,2765314.25
1415,309668.875,2765290.5
1416,309655.6875,2765249.75
1417,309643.5937,2765213.75
1418,309640.5626,2765201
1419,309642.0625,2765191
1420,309644.2187,2765188.25
1421,309656.3125,2765184.5
1422,309666.9062,2765180.5
1423,309681.0625,2765169.75
1424,309700.0624,2765152.5
1425,309711.0937,2765143
1426,309721.6874,2765137.25
1427,309753.8749,2765124
1428,309785.9687,2765108.25
1429,309811.7812,2765097.25
1430,309838.6562,2765088.25
1431,309875.0625,2765079.75
1432,309908.7813,2765068.75
1433,309923.4687,2765062.5
1434,309932,2765057.75
1435,309935.6562,2765052.5
1436,309936.2187,2765046
1437,309934.5937,2765030.25
1438,309932.9688,2765007
1439,309932,2764990.25
1440,309924.5625,2764970.25
1441,309919.25,2764951.25
1442,309918.2812,2764923.25
1443,309916.6562,2764896.5
1444,309920.875,2764886
1445,309930.3749,2764874.25
1446,309944.0938,2764859
1447,309946.1562,2764854.25
1448,309946.6875,2764848
1449,309944.625,2764841.75
1450,309931.9062,2764801
1451,309924.0001,2764780
1452,309913.9687,2764765.25
1453,309902.8437,2764754.75
1454,309887.0938,2764742.5
1455,309873.3749,2764734.25
1456,309852.8437,2764726.75
1457,309816.9687,2764716.75
1458,309795.9062,2764710.5
1459,309787.4688,2764704.25
1460,309769,2764683.75
1461,309749.0313,2764657.25
1462,309744.8125,2764651.5
1463,309728.5938,2764623.5
1464,309725.9687,2764609.5
1465,309726.5312,2764567.75
1466,309732.2499,2764484
1467,309743.3749,2764398.25
1468,309757.6249,2764345.5
1469,309780.75,2764259.75
1470,309781.8438,2764246
1471,309778.1563,2764212.25
1472,309774.4688,2764186.5
1473,309772.3437,2764165
1474,309773.4062,2764157
1475,309783.4375,2764124.75
1476,309791.875,2764081.75
1477,309793.4999,2764071.75
1478,309794.0312,2764042.75
1479,309795.5625,2764024.75
1480,309802.9063,2763996.75
1481,309808.7187,2763970
1482,309810.3438,2763947.75
1483,309808.1875,2763920
1484,309803.9687,2763901.5
1485,309797.1562,2763881.5
1486,309783.4375,2763854
1487,309767.125,2763837.75
1488,309740.7812,2763817.25
1489,309731.2812,2763810.25
1490,309705.3437,2763790
1491,309686.4688,2763773
1492,309678.5313,2763759
1493,309676.7188,2763745
1494,309684.0313,2763723.75
1495,309695.5937,2763692.75
1496,309719.3438,2763650.25
1497,309737.6562,2763626
1498,309745.5625,2763608.5
1499,309750.6876,2763593.25
1500,309758.3438,2763570.75
1501,309768.6876,2763555.5
1502,309798.5313,2763535.5
1503,309850.3125,2763505
1504,309915.0313,2763471.75
1505,309933.9062,2763460.25
1506,309952.1875,2763454.75
1507,309985.6875,2763450.5
1508,310025.875,2763449.25
1509,310044.1562,2763444.5
1510,310067.2813,2763427.25
1511,310090.4375,2763417
1512,310123.3125,2763405.5
1513,310152.5313,2763391
1514,310188.4688,2763366.5
1515,310204.9062,2763352
1516,310215.6874,2763343
1517,310247.625,2763304.75
1518,310267.7188,2763283.5
1519,310273.4688,2763280.5
1520,310279.2812,2763280
1521,310363.6563,2763292
1522,310388.9376,2763295.25
1523,310457.5,2763293.75
1524,310542.375,2763293.5
1525,310566.3438,2763293
1526,310572.1562,2763293.5
1527,310576.5312,2763295.75
1528,310590.625,2763310
1529,310602.25,2763321.75
1530,310616.1562,2763326.75
1531,310627.3126,2763326.75
1532,310657.9688,2763321.75
1533,310699.7813,2763313.25
1534,310730.0001,2763307.75
1535,310742.0938,2763303.5
1536,310750.9375,2763295.25
1537,310756.9688,2763283
1538,310763.0313,2763268.25
1539,310766.2813,2763268.25
1540,310803.4375,2763276
1541,310827.625,2763284.5
1542,310853.6562,2763299.75
1543,310868.5,2763306.75
1544,310880.625,2763309.5
1545,310889.4688,2763309.5
1546,310898.7188,2763307.75
1547,310907.5625,2763301.75
1548,310928.9063,2763271.5
1549,310946.1563,2763253.75
1550,310969.4062,2763233.5
1551,310984.25,2763222.25
1552,310993.5937,2763217.5
1553,311003.7813,2763216.25
1554,311026.5626,2763213.25
1555,311040.0625,2763209.25
1556,311054.4688,2763201.75
1557,311071.2188,2763190.25
1558,311087.9063,2763179.5
1559,311097.7187,2763177.75
1560,311110.2813,2763176.75
1561,311125.6251,2763178.5
1562,311140.9687,2763181.75
1563,311157.625,2763192.5
1564,311167.9063,2763199.5
1565,311175.8124,2763199
1566,311187.8438,2763193.75
1567,311202.3125,2763184.25
1568,311222.2187,2763163.75
1569,311230.6875,2763155
1570,311265.5001,2763110.25
1571,311289.4375,2763079.5
1572,311313.9063,2763044.25
1573,311374.6563,2762994.25
1574,311427.4687,2762959
1575,311511.6875,2762911
1576,311541.2813,2762898.25
1577,311557.6562,2762899.25
1578,311586.1251,2762900.25
1579,311615.0625,2762893.5
1580,311633.3124,2762889.25
1581,311682.3438,2762870
1582,311712.4376,2762846
1583,311734.625,2762823.75
1584,311750.8437,2762786.5
1585,311763,2762758.75
1586,311768.2499,2762741
1587,311767.375,2762726
1588,311763.4375,2762719.25
1589,311743.9375,2762696.5
1590,311730.4999,2762677.75
1591,311725.7188,2762663.75
1592,311725.7188,2762644.25
1593,311735.0313,2762613
1594,311743.0938,2762581.75
1595,311747.3125,2762562
1596,311747.3125,2762542.25
1597,311747.3125,2762522
1598,311742.7501,2762504.25
1599,311737.1562,2762493
1600,311732.0937,2762490
1601,311720.9062,2762486.5
1602,311689.5937,2762482.25
1603,311668.7813,2762476.75
1604,311641.8751,2762464
1605,311621.5624,2762456.5
1606,311608.875,2762453
1607,311591.5937,2762449.75
1608,311566.2187,2762452
1609,311549.4687,2762458.5
1610,311530.6875,2762472.25
1611,311495.1251,2762505.75
1612,311476.3438,2762522.25
1613,311464.6875,2762526.5
1614,311454.5313,2762525.5
1615,311443.3438,2762516.75
1616,311408.8125,2762482.75
1617,311394.625,2762470.75
1618,311380.4062,2762463.5
1619,311364.1563,2762458
1620,311347.5625,2762449.25
1621,311334.3749,2762440
1622,311309,2762415.75
1623,311300.8749,2762410.25
1624,311279.0312,2762401.5
1625,311273.9687,2762398.5
1626,311270.9062,2762393
1627,311266.8438,2762379.75
1628,311263.2813,2762376.75
1629,311258.2188,2762378.25
1630,311237.9063,2762393.5
1631,311223.6875,2762402
1632,311205.4062,2762406.5
1633,311173.9376,2762410.25
1634,311148.5624,2762408.5
1635,311131.2813,2762406
1636,311116.0625,2762398
1637,311091.8125,2762381.5
1638,311076.8124,2762374.75
1639,311061.8437,2762371
1640,311041.4999,2762365.5
1641,311031.0625,2762359.75
1642,311018.75,2762346.25
1643,310992.9375,2762314.25
1644,310976.2812,2762296.5
1645,310968.25,2762288.25
1646,310956.3125,2762286
1647,310932.1875,2762287.25
1648,310898.125,2762285.25
1649,310881.875,2762280.25
1650,310832.4063,2762257.25
1651,310785.7812,2762230
1652,310734.3751,2762184.75
1653,310695.5313,2762152
1654,310688.0938,2762142
1655,310648,2762088.25
1656,310620.8125,2762057.25
1657,310607.9687,2762043.75
1658,310595.1874,2762033
1659,310582.1563,2762025.75
1660,310555.3125,2762027.5
1661,310505.2812,2762030.75
1662,310468.125,2762035.25
1663,310434.2188,2762032.75
1664,310400,2762024.75
1665,310387.4687,2762024
1666,310357.8437,2762027.5
1667,310342.4375,2762028
1668,310324.1563,2762027.5
1669,310277.5626,2762020.5
1670,310263,2762015.75
1671,310255.5,2762009.25
1672,310236.875,2761991
1673,310215.375,2761971.25
1674,310203.3749,2761963.75
1675,310195.0312,2761960.75
1676,310160.5626,2761952.75
1677,310141.6563,2761947.75
1678,310103.3437,2761941.75
1679,310094.3126,2761939.25
1680,310087.4062,2761935
1681,310079.9062,2761928.75
1682,310073.2501,2761921.75
1683,310060.125,2761900.25
1684,310054.3438,2761890.5
1685,310049.0937,2761884
1686,310037.3751,2761874
1687,310010.5312,2761857
1688,309976.7813,2761827.25
1689,309955.3125,2761813.25
1690,309922.9374,2761798.75
1691,309905.2812,2761792.5
1692,309893.5625,2761788.75
1693,309884.6563,2761786.5
1694,309871.5313,2761785.5
1695,309861.5001,2761786
1696,309850.4688,2761786
1697,309838.7499,2761786.25
1698,309831.8126,2761789
1699,309819.0938,2761795
1700,309799.0312,2761805.5
1701,309767.4062,2761820.75
1702,309750.4375,2761826.25
1703,309743.5313,2761827.5
1704,309733.9062,2761826.25
1705,309694.4999,2761810
1706,309675.5625,2761805.25
1707,309664.8438,2761804.5
1708,309655.4999,2761805.5
1709,309640.4062,2761809.75
1710,309609.0313,2761821.5
1711,309600.4063,2761824.5
1712,309591.6562,2761824.75
1713,309586.1563,2761822.75
1714,309581.7501,2761820
1715,309544.2813,2761776.5
1716,309528.6563,2761760
1717,309509.9999,2761750.25
1718,309499.6875,2761745.75
1719,309480.3124,2761741.5
1720,309459.5625,2761740.25
1721,309442.75,2761745.5
1722,309435.8125,2761750.25
1723,309432.4375,2761752.5
1724,309428.1876,2761755.5
1725,309418.5938,2761766.25
1726,309404.0312,2761783.75
1727,309395.125,2761793.25
1728,309381,2761805.5
1729,309363.5,2761813.25
1730,309349.9375,2761818.75
1731,309326.4687,2761822.5
1732,309298.2187,2761824
1733,309283.6563,2761826.5
1734,309266.8438,2761831.5
1735,309249.9062,2761841.25
1736,309236.4688,2761851.25
1737,309229.5624,2761858.25
1738,309222.6251,2761870.5
1739,309209.5,2761900.75
1740,309165.0312,2761992.25
1741,309106.6562,2762107.25
1742,309092.5312,2762138.5
1743,309089.125,2762143
1744,309084.3125,2762145.75
1745,309078.8125,2762149
1746,309070.4688,2762150
1747,309053.5312,2762149.25
1748,309019.7499,2762145
1749,308997.0313,2762141.75
1750,308963.125,2762126.5
1751,308954.5,2762122
1752,308941.0624,2762121
1753,308934.5625,2762122.5
1754,308927.9375,2762125.75
1755,308919.75,2762131.25
1756,308908.3124,2762140.25
1757,308886.8125,2762164
1758,308866.9063,2762189
1759,308861.6875,2762193
1760,308854.4688,2762195.5
1761,308848.8438,2762193.75
1762,308839.6249,2762188.75
1763,308791.7187,2762155.25
1764,308746.4375,2762115.5
1765,308737.9062,2762109.25
1766,308730.125,2762105.75
1767,308716.7187,2762103.75
1768,308692.2813,2762102
1769,308665.5938,2762100.25
1770,308658.8124,2762098
1771,308653.5625,2762094.5
1772,308645.9375,2762085.5
1773,308633.2187,2762071.25
1774,308624.6251,2762062.5
1775,308615.5625,2762056.75
1776,308603.8438,2762054.5
1777,308594.25,2762055.25
1778,308585.9063,2762058.25
1779,308574.5938,2762065.25
1780,308556.25,2762082
1781,308545.4999,2762091.5
1782,308540.4062,2762092
1783,308530.6563,2762090.25
1784,308506.6563,2762084.75
1785,308482.3438,2762076
1786,308463.6876,2762069.75
1787,308445.0625,2762065.25
1788,308426.25,2762064.5
1789,308400.6874,2762064.75
1790,308379.0625,2762063.5
1791,308361.6874,2762058.75
1792,308338.25,2762048.25
1793,308318.9062,2762038.5
1794,308310.2813,2762036.5
1795,308305.4688,2762037.5
1796,308299.25,2762041.5
1797,308292.75,2762048.25
1798,308288.5312,2762053.75
1799,308283.0001,2762065
1800,308277.2187,2762089
1801,308272.6875,2762106
1802,308245.8437,2762144
1803,308205.7188,2762176
1804,308184.4062,2762186.5
1805,308166.0313,2762188.25
1806,308125.0626,2762186.5
1807,308091.875,2762187.5
1808,308057.0938,2762195.5
1809,308022.9376,2762199.5
1810,307947.8125,2762208.5
1811,307913.0625,2762225.5
1812,307856.9375,2762241.5
1813,307828.8438,2762251.75
1814,307777.5625,2762284
1815,307731.3751,2762316.75
1816,307674.0313,2762363
1817,307640.3125,2762390
1818,307607.8125,2762402
1819,307582.4688,2762404.25
1820,307566.375,2762407.5
1821,307554.75,2762410
1822,307525.2501,2762404.5
1823,307495.1563,2762398.25
1824,307459.5625,2762395.75
1825,307430.0313,2762396.5
1826,307389.7813,2762405
1827,307323.4376,2762427.5
1828,307272.6876,2762436.75
1829,307232.75,2762440
1830,307188.3125,2762439.5
1831,307179,2762433
1832,307177.5625,2762420.75
1833,307177.5625,2762408.5
1834,307185.4999,2762377.5
1835,307188.7188,2762346
1836,307184.0625,2762324.75
1837,307166.9688,2762280.5
1838,307156.8125,2762257
1839,307128.9687,2762240.5
1840,307074.5937,2762194.5
1841,307047.1875,2762164
1842,307031.0625,2762139
1843,307002.4063,2762122
1844,306989.4063,2762116.5
1845,306962.125,2762115.5
1846,306926.0938,2762118.75
1847,306904.3437,2762129.75
1848,306880.9063,2762140.75
1849,306873.25,2762149
1850,306831.0313,2762157
1851,306750.2501,2762166.25
1852,306699.625,2762159.25
1853,306671.9375,2762152
1854,306649.1875,2762140
1855,306622.3438,2762128.75
1856,306603.4376,2762125.25
1857,306572.0624,2762124.75
1858,306481.9375,2762128.5
1859,306437.7188,2762129.25
1860,306405.1875,2762126.25
1861,306370.8749,2762117.25
1862,306348.7188,2762113.5
1863,306339.9375,2762113.5
1864,306328.7813,2762117.75
1865,306307.5937,2762139.5
1866,306296,2762148.75
1867,306283,2762151
1868,306277.9374,2762149.5
1869,306251.6562,2762133.5
1870,306240.0626,2762127
1871,306225.2187,2762125
1872,306212.8125,2762126.5
1873,306186.3749,2762151.5
1874,306178.8126,2762158.25
1875,306149.9375,2762183.75
1876,306139.3438,2762187.5
1877,306122.25,2762188
1878,306086.6251,2762184.25
1879,306073.6563,2762183.5
1880,306044.125,2762192
1881,306025.1875,2762199.5
1882,306012.1875,2762200.5
1883,305977.0001,2762200
1884,305936.8749,2762199.5
1885,305909.6249,2762193.5
1886,305873.4687,2762185.75
1887,305852.6874,2762187
1888,305840.6875,2762189
1889,305829.5312,2762195.5
1890,305770.4688,2762260.5
1891,305740.1875,2762297.75
1892,305739.9376,2762298
1893,305733.4375,2762316.75
1894,305728.7812,2762348.25
1895,305720.0312,2762375.25
1896,305712.6876,2762388.5
1897,305701.0938,2762398.25
1898,305679.3438,2762410.25
1899,305662.25,2762417.25
1900,305621.5625,2762496.75
1901,305599.3751,2762528.5
1902,305561.9375,2762584.5
1903,305552.2812,2762616.75
1904,305547.1562,2762669.25
1905,305541.2187,2762704.75
1906,305530.5937,2762736
1907,305502.4688,2762811.75
1908,305492.9999,2762880.25
1909,305488.6874,2762931.75
1910,305483.5,2762958.5
1911,305476.1876,2762983
1912,305464.5938,2763007.5
1913,305454.25,2763026
1914,305443.4999,2763035
1915,305413.8438,2763051.75
1916,305401.8125,2763062
1917,305393.2187,2763074.25
1918,305383.3126,2763093.75
1919,305374.2813,2763104
1920,305364.8126,2763113.5
1921,305351.6875,2763119.5
1922,305325.4063,2763129.75
1923,305322.3438,2763132.5
1924,305317.0626,2763142.25
1925,305314.7499,2763153.25
1926,305311.4375,2763167.5
1927,305310.125,2763192.5
1928,305308.4687,2763217.5
1929,305303.8438,2763240.75
1930,305297.2501,2763260.5
1931,305288.6562,2763282
1932,305282.3125,2763294.75
1933,305270.0937,2763320.5
1934,305262.1875,2763350.75
1935,305250.7187,2763381.75
1936,305248.5938,2763387.5
1937,305229.125,2763456.75
1938,305226.4375,2763477.5
1939,305225.125,2763494.25
1940,305223.4687,2763497.5
1941,305218.5625,2763501
1942,305184.1249,2763507.5
1943,305163.6563,2763512.25
1944,305140.5312,2763520
1945,305118.4062,2763530.25
1946,305108.5001,2763538
1947,305097.5938,2763548.25
1948,305085.0624,2763561.75
1949,305077.7813,2763573.5
1950,305067.875,2763596.25
1951,305062.2813,2763622
1952,305057.5937,2763645
1953,305048.6875,2763673
1954,305036.1249,2763723
1955,305027.4688,2763742.5
1956,305017.9062,2763773.25
1957,305013.625,2763797.25
1958,305011.2812,2763817.25
1959,305013.2188,2763875.75
1960,305007.9375,2763899.5
1961,305004.9687,2763924.25
1962,305003.9688,2763950
1963,305004.6563,2763969.5
1964,305008.625,2764010.75
1965,305014.9062,2764042.75
1966,305025.4687,2764086.5
1967,305032.125,2764125
1968,305038.4062,2764169.5
1969,305041.0312,2764183.5
1970,305047.625,2764206.75
1971,305061.5938,2764253
1972,305073.9688,2764301.75
1973,305075.4063,2764307.5
1974,305088.625,2764362.25
1975,305091.2813,2764380.5
1976,305091.5937,2764398
1977,305089.9376,2764416.25
1978,305083,2764437
1979,305077.0624,2764452
1980,305062.5312,2764472
1981,305037.4374,2764500.5
1982,305021.1562,2764521
1983,305002.3438,2764545.25
1984,304987.8126,2764567.5
1985,304969.6562,2764599.5
1986,304968.5312,2764601.5
1987,304956.7812,2764621.75
1988,304939.5001,2764643
1989,304912.0937,2764667.25
1990,304890.6251,2764682
1991,304872.8125,2764690
1992,304855.625,2764694.25
1993,304830.5312,2764694
1994,304808.0625,2764687.75
1995,304794.1875,2764684
1996,304779.3438,2764679.5
1997,304774.4688,2764674.75
1998,304768.6876,2764664.25
1999,304766.8438,2764658.75
2000,304763.4063,2764648.5
2001,304760.4062,2764637
2002,304761.4063,2764631.5
2003,304771.3125,2764624.75
2004,304779.5625,2764619.25
2005,304787.1562,2764610.25
2006,304794.0938,2764591.75
2007,304798.7187,2764562.5
2008,304798.0625,2764542.75
2009,304796.75,2764522.75
2010,304792.7812,2764505.5
2011,304785.2812,2764483.5
2012,304773.4687,2764463.75
2013,304759.625,2764446.25
2014,304725.3437,2764408.75
2015,304687.9375,2764371.25
2016,304653.875,2764337.75
2017,304617.9063,2764309.75
2018,304596.1875,2764294.5
2019,304569.625,2764285
2020,304525.75,2764271.75
2021,304473.4374,2764259.5
2022,304451.7187,2764253.5
